state_name,state,state_fips,year,Population,Employment,Unemployment ,Unemployment rate,Marginally Food Insecure,Food Insecure,Very Low Food Secure,Gross State Product,Number of low income uninsured children,Percent Low Income Unisured Children,Personal income,Workers' compensation,AFDC/TANF Recipients,AFDC/TANF Caseloads,Food Stamp/SNAP Recipients,Food Stamp/SNAP Caseloads,AFDC/TANF Benefit for 2-Person family,AFDC/TANF Benefit for 3-person family,AFDC/TANF benefit for 4-person family,FS/SNAP Benefit for 1-person family,FS/SNAP Benefit for 2-person family,FS/SNAP Benefit for 3-person family,FS/SNAP Benefit for 4-person family,AFDC/TANF_FS 2-Person Benefit,AFDC/TANF_FS 3-Person Benefit,AFDC/TANF_FS 4-Person Benefit,Child-only AFDC/TANF cases,SSI-Federal,SSI-State,Total SSI,SSI_FS Benefit,Number of Poor (thousands),Poverty Rate,Governor is Democrat (1=Yes),Number in Lower House Democrat,Number in Lower House Republican,Fraction of State House that is Democrat,Number in Upper House Democrat,Number in Upper House Republican,Fraction of State Senate that is Democrat,EITC Phase-In Rate No Dependents,EITC Phase-In Rate 1 Dependent,EITC Phase-In Rate 2 Dependents,EITC Phase-In Rate 3 Dependents,EITC Maximum Credit No Dependents,EITC Maximum Credit 1 Dependent,EITC Maximum Credit 2 Dependents,EITC Maximum Credit 3 Dependents,EITC Phase-Out Rate No Dependents,EITC Phase-Out Rate 1 Dependent,EITC Phase-Out Rate 2 Dependents,EITC Phase-Out Rate 3 Dependents,State EITC Rate,Wisconsin EITC Rate 2 Dependents,Wisconsin EITC Rate 3 Dependents,Refundable State EITC (1=Yes),Federal Minimum Wage,State Minimum Wage,SSI recipients,SSI recipients--Aged,SSI recipients--Blind,SSI recipients--Disabled,Medicaid beneficiaries,WIC participation,NSLP Free Participation,NSLP Reduced Participation,NSLP Total Participation,SBP Free Participation,SBP Reduced Participation,SBP Total Participation,
CA,5,6,2020,39503200,17037036,1921568,10.1,19.63310,11.54946,3.39195,3020173,,,2767521400,1752456,1151306,357488,4312002,2327686,778,983,1181,194,355,509,646,1120,1418,1697,118897,783,,,,4332,11.1,1,61,18,0.77,29,10,0.74,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.850,,,1,7.25,12.00,1193885,343982,16090,833813,12496095,880923,2065721,152037,2590735,1402500,72958,1619587,
CO,6,8,2020,5785219,2873752,208476,6.8,17.74322,9.62462,3.14908,391263,,,375157800,461406,34202,13892,483097,246560,400,508,617,194,355,509,646,755,1017,1263,5160,783,,,,546,9.5,1,41,24,0.63,19,16,0.54,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.100,,,1,7.25,12.02,71952,10748,559,60645,1282749,79719,123651,35136,247094,72453,17366,113964,
CT,7,9,2020,3577586,1724812,149435,8.0,19.25021,9.50437,2.84934,276223,,,278373600,61904,15275,7276,372305,217866,487,597,701,194,355,509,646,842,1106,1347,5020,783,,,,396,11.2,1,91,60,0.60,22,14,0.61,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.230,,,1,7.25,12.00,66886,7182,439,59265,984812,43777,144211,10131,211190,81408,2661,93099,
DE,8,10,2020,991862,450325,36376,7.5,20.59848,12.25056,5.93526,75819,,,55338400,18761,8314,2987,120416,59751,270,338,407,194,355,509,646,625,847,1053,2404,783,,,,104,10.5,1,26,15,0.63,12,9,0.57,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.200,,,0,7.25,9.25,17162,1274,109,15779,224059,16535,41290,2616,65816,26852,1164,37014,
DC,9,11,2020,670839,355694,30541,7.9,17.60443,13.81245,4.49119,144720,,,60178600,27534,21601,7375,116406,70264,515,658,804,194,355,509,646,870,1167,1433,1658,783,,,,114,16.8,,,,,10,0,1.00,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.400,,,1,7.25,15.00,24957,2133,142,22682,262069,13401,31209,672,38656,21374,336,26003,
FL,10,12,2020,21591299,9257738,819290,8.1,19.48763,11.42732,3.05198,1116727,,,1221121600,316254,68651,40485,3177286,1766635,241,303,364,194,355,509,646,596,812,1010,32714,783,,,,2854,13.3,0,47,73,0.39,17,23,0.43,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,8.56,575057,143817,3700,427540,4109278,417966,969865,63064,1217803,522419,28342,629694,
GA,11,13,2020,10732390,4754102,328762,6.5,23.97876,14.21516,4.41058,625426,,,552248900,175425,15523,8494,1565935,744556,235,280,330,194,355,509,646,590,789,976,7581,783,,,,1399,13.3,0,75,105,0.42,20,35,0.36,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,5.15,258227,25815,2193,230219,2076053,189901,706103,61394,949039,481082,31558,579340,
HI,12,15,2020,1451181,588159,77805,11.7,19.06092,10.52730,2.55550,82536,,,82761300,31959,14390,4994,165418,87792,485,610,735,356,654,936,1189,1139,1546,1924,999,783,,,,155,10.9,1,46,5,0.90,24,1,0.96,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.200,,,0,7.25,10.10,22393,5255,165,16973,322872,25584,42387,7927,73986,18175,2249,24716,
ID,13,16,2020,1849339,850130,49677,5.5,19.81399,11.01253,3.52832,85928,,,91888500,188966,2790,1946,146497,67486,309,309,309,194,355,509,646,664,818,955,1866,783,,,,170,9.1,0,14,56,0.20,7,28,0.20,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,30742,1682,237,28823,366300,30549,56943,14488,109561,32767,6141,51741,
IL,14,17,2020,12790357,5735263,585803,9.3,18.47353,11.21604,5.01274,856943,,,787487800,191009,21201,10735,1869977,975887,423,533,644,194,355,509,646,778,1042,1290,8754,783,,,,1010,8.0,1,74,44,0.63,40,19,0.68,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.180,,,1,7.25,10.00,259848,29811,2430,227607,2761797,164318,518886,23161,689810,285225,6790,314965,
IN,15,18,2020,6789098,3086279,242499,7.3,15.28518,9.74490,4.37681,373782,,,351106600,57078,13980,6438,601417,273747,229,288,346,194,355,509,646,584,797,992,3875,783,,,,807,12.1,0,33,67,0.33,10,40,0.20,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.090,,,1,7.25,7.25,127230,5823,939,120468,1475181,145528,320179,34323,536155,180320,13553,227579,
IA,16,19,2020,3190904,1582202,86199,5.2,11.29282,6.76532,1.91380,196983,,,167778900,23287,19731,8268,310564,152433,361,426,495,194,355,509,646,716,935,1141,4120,783,,,,290,9.2,0,47,53,0.47,18,32,0.36,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.150,,,1,7.25,7.25,51581,3103,619,47859,631614,59115,127079,19988,272433,57820,5430,77799,
KS,17,20,2020,2938124,1414596,87231,5.8,18.31627,9.82118,5.21870,177581,,,161704700,21194,4073,4073,200443,95362,352,429,497,194,355,509,646,707,938,1143,1734,783,,,,267,9.3,1,41,84,0.33,11,29,0.28,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.170,,,1,7.25,7.25,47245,2864,367,44014,369807,46807,116189,29047,234247,70825,11891,98941,
KY,18,21,2020,4508155,1874863,130347,6.5,21.51719,13.51601,5.02655,216866,,,211966800,219232,31318,15642,555425,250622,225,262,328,194,355,509,646,580,771,974,11960,783,,,,621,13.9,1,38,60,0.39,9,29,0.24,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,167814,8761,1091,157962,1417316,98091,296132,5084,352615,203922,2435,229088,
LA,19,22,2020,4652022,1875244,176799,8.6,28.77825,16.99786,5.77283,232528,,,233715000,131953,8607,3632,830750,391971,188,240,284,194,355,509,646,543,749,930,2050,783,,,,704,15.5,1,35,68,0.34,12,27,0.31,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.050,,,1,7.25,7.25,170048,10422,1356,158270,1698669,94034,320835,6753,383481,201311,2410,218448,
ME,20,23,2020,1364517,637985,33994,5.1,17.02978,9.35699,2.79826,70740,,,74042400,27509,46081,13787,159995,89341,456,610,769,194,355,509,646,811,1119,1408,1484,783,,,,109,8.0,1,87,56,0.61,21,14,0.60,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.120,,,1,7.25,12.00,35988,1738,216,34034,306263,16643,31486,5096,63690,20839,3048,35703,
MD,21,24,2020,6173689,3022470,208091,6.4,13.83985,9.45200,1.74195,410931,,,400176100,272624,50303,20448,700979,382887,575,727,870,194,355,509,646,930,1236,1479,6134,783,,,,569,9.4,0,98,42,0.70,32,15,0.68,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.450,,,1,7.25,11.00,120345,14993,805,104547,1300946,122523,176504,29754,298113,110902,23686,179019,
MA,22,25,2020,6997713,3396014,348241,9.3,17.93663,10.17156,2.81959,585150,,,541420500,124921,126571,47785,821254,491010,531,633,731,194,355,509,646,886,1142,1377,12334,783,,,,586,8.4,0,125,31,0.80,34,4,0.89,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.300,,,1,7.25,12.75,179208,24319,2076,152813,1707937,105733,250140,13985,387014,157902,4091,180248,
MI,23,26,2020,10070627,4376032,485540,10.0,20.07401,12.67203,4.06917,520105,,,531530200,73238,34944,13585,1254475,678640,403,492,597,194,355,509,646,758,1001,1243,6460,783,,,,1112,11.2,1,52,58,0.47,16,22,0.42,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.060,,,1,7.25,9.65,265927,19170,1695,245062,2534597,213881,382418,26999,547282,235681,10570,281738,
MN,24,27,2020,5710578,2926644,195372,6.3,11.16848,5.07013,1.12333,376814,,,349887400,62282,35196,15056,409275,207739,537,632,721,194,355,509,646,892,1141,1367,7138,783,,,,476,8.5,1,75,59,0.56,32,35,0.48,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.350,,,1,7.25,10.00,92748,11126,756,80866,1098085,100829,145804,54510,413539,85305,25073,167096,
MS,25,28,2020,2958409,1145184,99132,8.0,24.84593,15.97962,5.31118,115123,,,125760500,46089,4767,2612,429568,205069,146,170,194,194,355,509,646,501,679,840,1910,783,,,,516,17.6,0,45,75,0.38,16,36,0.31,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,114091,7213,979,105899,697178,77546,185939,18460,240501,114829,8082,133815,
MO,26,29,2020,6154426,2839617,186168,6.2,22.87177,14.21630,5.83618,330250,,,320592900,108765,22654,9703,715447,340865,234,292,342,194,355,509,646,589,801,988,3744,783,,,,647,10.7,0,48,114,0.30,10,24,0.29,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,9.45,134572,6825,992,126755,920287,98989,272394,38804,451035,190091,19879,255541,
MT,27,30,2020,1087211,512744,31756,5.8,18.15556,11.28784,5.44308,52356,,,58208800,133697,7198,2993,104391,52092,467,588,709,194,355,509,646,822,1097,1355,1411,783,,,,118,10.9,1,43,57,0.43,20,30,0.40,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.030,,,1,7.25,8.65,17494,1424,135,15935,245643,15002,29227,4130,55914,19400,1787,28547,
NE,28,31,2020,1963273,1000645,44461,4.3,15.14774,10.63515,4.98266,134581,,,111347500,12096,11294,4588,157091,72171,393,468,543,194,355,509,646,748,977,1189,2663,783,,,,162,8.3,0,,,,,,,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.100,,,1,7.25,9.00,28899,2390,255,26254,248273,33917,73732,15569,168727,34563,5684,56425,
NV,29,32,2020,3115840,1302514,203427,13.5,21.10980,12.23657,3.79065,172563,,,170269200,41785,20174,7776,448688,238246,320,386,452,194,355,509,646,675,895,1098,3608,783,,,,404,12.9,1,28,13,0.68,13,8,0.62,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,9.00,56406,14645,722,41039,644373,59293,123314,7094,155366,80990,2287,92007,
NH,30,33,2020,1378702,710538,50891,6.7,8.54546,4.40670,2.17841,88338,,,93582000,22221,11960,5048,72505,38479,862,1086,1310,194,355,509,646,1179,1490,1787,2044,783,,,,87,6.2,0,233,162,0.59,14,10,0.58,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,17893,822,127,16944,193532,12812,28347,3897,64148,17387,1617,24211,
NJ,31,34,2020,9272392,4200980,437406,9.4,14.75797,9.34111,2.51962,620086,,,657894400,425746,22079,9319,700538,356251,425,559,644,194,355,509,646,780,1068,1290,3704,783,,,,744,8.2,1,52,28,0.65,25,15,0.63,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.400,,,1,7.25,11.00,173515,35116,855,137544,1664309,131798,353750,30470,547592,257385,13930,322015,
NM,32,35,2020,2118488,858100,73399,7.9,19.58055,12.41807,4.75193,98790,,,98783200,47520,26589,10589,468745,234865,357,447,539,194,355,509,646,712,956,1185,4522,783,,,,343,16.6,1,46,24,0.66,26,16,0.62,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.170,,,1,7.25,9.00,60950,7778,499,52673,862131,40415,148806,4270,178757,114212,2231,131352,
NY,33,36,2020,20104710,8628006,936408,9.8,17.32421,11.51275,3.07900,1740805,,,1405028800,1705340,295444,114923,2658439,1529454,574,789,951,194,355,509,646,929,1282,1536,38493,783,,,,2313,11.8,1,103,43,0.71,40,23,0.63,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.300,,,1,7.25,11.80,602210,110623,3080,488507,6358951,362993,1029787,29164,1247423,607703,11125,659803,
NC,34,37,2020,10453812,4483551,347603,7.2,21.06576,13.10070,2.34396,598916,,,541078000,124920,24306,13922,1317566,643639,236,272,297,194,355,509,646,591,781,943,11742,783,,,,1441,13.8,1,55,65,0.46,21,29,0.42,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,227589,16550,1890,209149,2236255,232350,410623,37423,561631,255599,19501,322145,
ND,35,38,2020,779563,388962,20213,4.9,16.98826,10.13490,4.06925,54423,,,47621400,88472,2394,972,46092,22254,385,486,583,194,355,509,646,740,995,1229,436,783,,,,81,10.7,0,15,79,0.16,10,37,0.21,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,8305,607,68,7630,94761,10752,18977,5118,63571,10446,2253,20804,
OH,36,39,2020,11798292,5266859,469761,8.2,18.45193,11.96930,5.10657,684383,,,623836000,697856,96834,52038,1396860,698099,412,505,623,194,355,509,646,767,1014,1269,43141,783,,,,1487,12.7,0,38,61,0.38,9,24,0.27,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.300,,,0,7.25,8.70,306118,16814,2080,287224,2906252,182176,525917,46335,792087,342061,18062,417091,
OK,37,40,2020,3965234,1726786,116043,6.3,27.45675,16.11812,2.94843,190064,,,199233200,109706,12607,5635,596705,282339,225,292,361,194,355,509,646,580,801,1007,3888,783,,,,604,15.5,0,23,77,0.23,9,38,0.19,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.050,,,0,7.25,7.25,96421,6002,715,89704,726619,91671,257290,22772,361317,174906,10862,216938,
OR,38,41,2020,4245044,1947540,159701,7.6,18.31125,9.60976,2.39116,247967,,,239862500,417051,98296,33909,635485,377502,432,506,621,194,355,509,646,787,1015,1267,5253,783,,,,387,9.4,1,38,22,0.63,18,12,0.60,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.090,,,1,7.25,12.00,87952,9620,622,77710,1033756,78359,123403,13738,198754,73831,6431,104578,
PA,39,42,2020,12995477,5929949,576535,8.9,18.75919,9.77950,4.00223,771613,,,783825600,235771,87736,36086,1794613,974107,316,403,497,194,355,509,646,671,912,1143,14502,783,,,,1352,10.7,1,93,110,0.46,21,28,0.43,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,348416,24376,2136,321904,2970037,186459,559308,25779,801740,341370,8406,390604,
RI,40,44,2020,1096444,518282,52454,9.2,17.03371,7.18697,2.27036,60771,,,64756600,16126,8625,3488,146183,88845,449,554,634,194,355,509,646,804,1063,1280,921,783,,,,93,8.5,1,65,8,0.89,33,5,0.87,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.150,,,1,7.25,11.50,32162,3235,161,28766,302210,16866,32006,3590,51803,18317,1245,23456,
SC,41,45,2020,5132151,2199751,139389,6.0,21.03472,14.08016,3.98244,245360,,,250288300,148906,17527,7830,596161,280609,237,299,361,194,355,509,646,592,808,1007,4985,783,,,,684,13.4,0,44,80,0.35,19,27,0.41,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.625,,,0,7.25,7.25,113810,7419,1273,105118,1300405,80948,291046,14233,385536,201779,6591,239239,
SD,42,46,2020,887852,444895,19398,4.2,18.73834,9.42985,3.78436,55681,,,52793300,9785,5596,2802,78245,37043,550,615,680,194,355,509,646,905,1124,1326,2414,783,,,,102,11.6,0,11,59,0.16,5,30,0.14,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,9.30,14503,1536,139,12828,107674,15667,45017,5835,93085,26467,2136,33707,
TN,43,47,2020,6926091,3053560,245599,7.4,19.87774,13.32658,4.97604,379007,,,359633600,110861,36455,17310,868936,422526,215,277,339,194,355,509,646,570,786,985,11380,783,,,,912,13.1,0,26,73,0.26,5,28,0.15,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,172687,10449,1544,160694,1599722,111005,497303,28104,630481,378630,15429,440332,
TX,44,48,2020,29234361,12872070,1069420,7.7,27.31963,16.22790,5.41157,1789933,,,1611228300,852708,45523,20837,3551011,1553446,262,303,364,194,355,509,646,617,812,1010,14230,783,,,,4057,14.0,0,67,83,0.45,12,19,0.39,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,633119,99839,6805,526475,4449590,675806,2116414,122241,2690158,1457924,56064,1664282,
UT,45,49,2020,3283982,1564747,79454,4.8,18.45180,9.89391,2.04186,202133,,,169940200,50990,6744,2945,164041,71719,399,498,583,194,355,509,646,754,1007,1229,1732,783,,,,242,7.4,0,16,59,0.21,6,23,0.21,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,31465,2743,267,28455,335820,40663,166018,20903,310019,77194,5809,99557,
VT,46,50,2020,642936,320708,19050,5.6,12.09835,6.57945,1.82459,34019,,,37273800,8937,5428,2456,68568,39418,580,699,798,194,355,509,646,935,1208,1429,1235,783,,,,55,8.6,0,95,43,0.69,24,6,0.80,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.360,,,1,7.25,10.96,14978,891,78,14009,172951,11227,13084,3332,29600,9676,2051,16649,
VA,47,51,2020,8637193,4053387,278951,6.4,14.31862,9.21933,3.50378,556993,,,530920400,164391,35234,16457,730370,360337,422,508,589,194,355,509,646,777,1017,1235,8136,783,,,,663,7.8,1,55,45,0.55,21,19,0.53,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.200,,,0,7.25,7.25,155063,17145,1172,136746,1457772,114114,293969,39247,492315,194653,19519,264577,
WA,48,53,2020,7724566,3560168,331195,8.5,15.37283,9.45332,3.18173,612969,,,522713800,2416183,93848,39412,870997,502277,459,569,670,194,355,509,646,814,1078,1316,12394,783,,,,625,8.2,1,57,41,0.58,29,20,0.59,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,13.50,146646,17558,900,128188,1795931,123501,202555,37449,350833,107979,15540,149352,
WV,49,54,2020,1791562,713044,64095,8.2,24.60903,14.78703,4.94124,76548,,,80741000,81848,11809,6083,306218,162782,331,374,422,194,355,509,646,686,883,1068,4650,783,,,,249,14.2,0,41,58,0.41,14,20,0.41,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,8.75,69213,2209,426,66578,535649,33836,107543,2168,135217,91923,1536,111479,
WI,50,55,2020,5896700,2900956,199718,6.4,15.13922,9.68268,4.13213,340591,,,326836500,51040,33006,15172,647376,336071,608,608,608,194,355,509,646,963,1117,1254,9909,783,,,,466,8.0,1,36,63,0.36,14,19,0.42,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.040,0.110,0.340,1,7.25,7.25,116383,6555,904,108924,1267446,87222,200729,18314,357437,116578,7176,155299,
WY,51,56,2020,577664,276367,17239,5.9,20.86755,10.25358,4.27823,36330,,,37866400,175057,1160,500,26928,12049,669,712,712,194,355,509,646,1024,1221,1358,256,783,,,,55,9.7,0,9,50,0.15,3,27,0.10,0.0765,0.3400,0.4000,0.4500,538,3584,5920,6660,0.0765,0.1598,0.2106,0.2106,0.000,,,0,7.25,5.15,6978,348,42,6588,59487,7561,12704,5072,33578,6872,2098,12982,
AL,1,1,2021,5050380,2173978,75536,3.4,16.00302,10.68859,3.74160,257987,26,2.2,252791900,98356,14108,6268,769606,373817,190,215,245,204,374,535,680,564,750,925,3993,794,,,,787,15.9,0,28,75,0.27,8,26,0.24,0.1530,0.3400,0.4000,0.4500,1502,3618,5980,6728,0.1530,0.1598,0.2106,0.2106,0.000,,,0,7.25,7.25,150729,7132,945,142652,1190064,111741,,,158427,,,107149,
AK,2,2,2021,734923,329147,22373,6.4,18.56996,10.71995,1.91486,58646,5,2.6,48207900,19365,4727,1775,82888,40456,821,923,1025,251,460,659,837,1281,1582,1862,599,794,,,,81,11.4,0,15,21,0.42,7,13,0.35,0.1530,0.3400,0.4000,0.4500,1502,3618,5980,6728,0.1530,0.1598,0.2106,0.2106,0.000,,,0,7.25,10.34,11791,1686,78,10027,240010,14551,,,5991,,,3367,
AZ,3,4,2021,7272487,3347264,178185,5.1,15.62110,9.45684,2.57899,432280,67,4.0,409885700,97027,14550,6985,879123,414045,220,278,335,204,374,535,680,594,813,1015,4803,794,,,,922,12.6,0,29,31,0.48,14,16,0.47,0.1530,0.3400,0.4000,0.4500,1502,3618,5980,6728,0.1530,0.1598,0.2106,0.2106,0.000,,,0,7.25,12.15,114713,17252,1136,96325,2193071,141778,,,228844,,,145753,
AR,4,5,2021,3028443,1276933,53743,4.0,25.31163,17.24863,4.78965,151932,22,3.1,156361500,53017,3717,1691,346176,166589,162,204,247,204,374,535,680,536,739,927,886,794,,,,502,16.8,0,22,78,0.22,7,28,0.20,0.1530,0.3400,0.4000,0.4500,1502,3618,5980,6728,0.1530,0.1598,0.2106,0.2106,0.000,,,0,7.25,11.00,98935,4351,669,93915,954873,50751,,,255916,,,183931,
CA,5,6,2021,39145060,17568743,1387832,7.3,19.62693,10.80284,3.94693,3416939,146,1.6,3013676900,1771370,980041,303353,4327062,2374616,778,983,1181,204,374,535,680,1145,1449,1737,109592,794,,,,4615,11.9,1,58,19,0.75,31,9,0.78,0.1530,0.3400,0.4000,0.4500,1502,3618,5980,6728,0.1530,0.1598,0.2106,0.2106,0.450,,,1,7.25,13.00,1147421,334858,15223,797340,13603756,947788,,,1499784,,,1257508,
CO,6,8,2021,5811596,2977479,172194,5.5,16.51306,10.19796,3.34996,447052,26,2.0,417967700,467189,28059,11622,513945,262394,400,508,617,204,374,535,680,774,1043,1297,4904,794,,,,455,7.9,1,41,24,0.63,20,15,0.57,0.1530,0.3400,0.4000,0.4500,1502,3618,5980,6728,0.1530,0.1598,0.2106,0.2106,0.100,,,1,7.25,12.32,69898,10772,542,58584,1494930,78695,,,49321,,,23114,
CT,7,9,2021,3603691,1724540,117626,6.4,18.18414,6.88151,1.54638,295908,7,0.9,292370900,52603,12055,5713,371632,217060,495,606,712,204,374,535,680,869,1141,1392,3849,794,,,,285,8.0,1,96,54,0.64,24,12,0.67,0.1530,0.3400,0.4000,0.4500,1502,3618,5980,6728,0.1530,0.1598,0.2106,0.2106,0.230,,,1,7.25,13.00,65924,7406,441,58077,1096741,43889,,,115645,,,55173,
DE,8,10,2021,1004881,466623,27004,5.5,22.45591,17.54505,4.15323,82953,3,1.6,59172300,18417,7383,2655,115484,57378,270,338,407,204,374,535,680,644,873,1087,2142,794,,,,117,11.7,1,26,15,0.63,14,7,0.67,0.1530,0.3400,0.4000,0.4500,1502,3618,5980,6728,0.1530,0.1598,0.2106,0.2106,0.200,,,1,7.25,9.25,16311,1291,110,14910,252888,17199,,,10356,,,5833,
DC,9,11,2021,669037,352029,25708,6.8,18.04876,7.81167,2.20068,156140,2,1.4,65205600,28019,19126,6354,140115,85715,515,658,804,204,374,535,680,889,1193,1473,1770,794,,,,91,14.0,,,,,11,0,1.00,0.1530,0.3400,0.4000,0.4500,1502,3618,5980,6728,0.1530,0.1598,0.2106,0.2106,0.400,,,1,7.25,15.20,24227,2248,143,21836,268065,13990,,,7742,,,6445,
FL,10,12,2021,21830708,9838506,481867,4.7,17.30190,9.37389,2.71581,1292391,162,3.6,1376879500,322294,67902,38115,3356215,1889946,241,303,364,204,374,535,680,615,838,1044,28385,794,,,,2721,12.6,0,42,78,0.35,16,24,0.40,0.1530,0.3400,0.4000,0.4500,1502,3618,5980,6728,0.1530,0.1598,0.2106,0.2106,0.000,,,0,7.25,10.00,559653,143666,3642,412345,4771515,403160,,,559706,,,305407,
GA,11,13,2021,10790385,4954094,202294,3.9,15.41597,8.06776,2.76310,701606,94,3.6,606113600,178958,14633,7656,1640617,794750,235,280,330,204,374,535,680,609,815,1010,6247,794,,,,1490,14.0,0,77,103,0.43,22,34,0.39,0.1530,0.3400,0.4000,0.4500,1502,3618,5980,6728,0.1530,0.1598,0.2106,0.2106,0.000,,,0,7.25,5.15,252273,25450,2183,224640,2329163,184582,,,819174,,,554331,
HI,12,15,2021,1446745,630151,40042,6.0,16.77962,8.89874,2.69659,93090,2,0.7,88948000,32525,20302,6587,195834,106664,485,610,735,375,688,986,1252,1173,1596,1987,939,794,,,,156,10.9,1,47,4,0.92,24,1,0.96,0.1530,0.3400,0.4000,0.4500,1502,3618,5980,6728,0.1530,0.1598,0.2106,0.2106,0.200,,,0,7.25,10.10,21867,5155,184,16528,422375,25907,,,47848,,,25052,
